Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA36,OUT018,3013.771011501045
NCF31,OUT017,2471.599214756472
FDG14,OUT049,2460.785582279385
FDG28,OUT027,5859.925050868833
FDU14,OUT049,4068.468780649191
FDY47,OUT019,284.8837776621944
FDI56,OUT049,1388.5562911474638
DRD01,OUT013,1040.0306061813
FDM22,OUT046,964.6503861664697
FDH33,OUT013,713.8165724118927
DRZ24,OUT013,1926.2894369847138
NCQ38,OUT046,1644.145712620608
FDO16,OUT027,2372.8808544403223
FDU07,OUT027,4068.999321717798
NCB07,OUT013,3007.9842594829674
FDU48,OUT045,2026.2453289026496
NCM43,OUT045,2657.3379562664504
FDR31,OUT010,361.6900127969122
DRK49,OUT018,607.9440676935297
NCI30,OUT010,573.4464312271975
DRD60,OUT017,3053.0387956000313
NCG19,OUT046,3781.1027881418136
FDH12,OUT035,1645.1038564072953
FDM32,OUT035,1444.8731072287708
FDM27,OUT035,2543.444704601553
NCU53,OUT027,4272.26691953647
NCQ18,OUT046,1555.0099714920527
FDS10,OUT013,2905.3355362067414
FDB33,OUT027,4215.680167901774
FDI12,OUT013,1421.6441299544167
NCW42,OUT013,3645.0987541606255
NCC06,OUT018,2014.2762432182133
FDW02,OUT017,2011.2968796874222
NCD43,OUT017,1644.6434913556297
FDM57,OUT018,1341.1790304405215
FDA58,OUT017,3796.920137851468
FDK56,OUT046,3147.7686237575053
FDP52,OUT045,3888.413798903637
FDW20,OUT018,2002.707483283744
FDS52,OUT049,1613.6342689146081
NCT29,OUT018,1937.2459069137444
NCL54,OUT013,2885.7846813410683
FDC05,OUT045,3102.7844053904228
FDF34,OUT035,3063.0220525399122
FDP03,OUT027,2981.7864495791773
FDD32,OUT010,191.7140255109697
FDZ10,OUT045,2064.0199144133353
FDZ40,OUT035,864.0112026332329
FDD51,OUT018,615.1576814086355
NCY30,OUT019,432.7720070562914
FDP58,OUT017,3640.8227202909434
FDV49,OUT017,4163.141515283563
FDY24,OUT019,130.71204254069272
NCO55,OUT017,1649.2267299662662
FDR13,OUT017,1921.5538631056113
FDS51,OUT017,985.5362068165252
FDP26,OUT045,1645.1038564072953
NCB54,OUT027,2993.572465650188
FDF32,OUT017,3057.4763159522017
FDN31,OUT018,3025.919806778053
DRM48,OUT017,591.6666018290593
FDN20,OUT049,2770.4719903368255
DRL01,OUT046,3828.4885678974706
FDV56,OUT049,1648.2685861795783
DRH13,OUT027,2878.1345533868093
FDA03,OUT017,2510.5353882362715
FDF47,OUT027,5859.925050868833
FDX32,OUT046,2510.382679426773
FDX57,OUT049,1536.426793134638
NCA30,OUT045,3040.3149557317333
FDO49,OUT013,839.090868418841
FDL04,OUT019,247.77793257695075
DRM48,OUT035,598.8255423556229
FDR16,OUT013,3493.3536387192703
NCC19,OUT018,3037.587732409
NCE42,OUT045,3932.543719532917
FDY24,OUT017,865.8400465256908
FDH19,OUT049,2830.9622472758037
FDJ46,OUT013,2852.9108519264187
FDN45,OUT010,573.5577448422894
FDY08,OUT035,2024.905902151869
FDZ37,OUT035,1370.759505851553
NCT30,OUT045,767.5641619263072
DRY23,OUT018,611.385725821119
NCZ30,OUT018,1989.1886428349164
FDC44,OUT018,1842.2160691707072
FDB45,OUT035,1643.3003078225747
FDY04,OUT013,2572.047123420103
FDM27,OUT046,2600.2321330614886
FDZ43,OUT017,3930.889487811007
FDT39,OUT019,365.4236209353161
NCC06,OUT019,282.5797887823326
FDL15,OUT027,4131.813179867718
FDL57,OUT017,4146.720594897291
FDU08,OUT046,1548.709369317425
FDK40,OUT017,4161.851217064798
FDQ12,OUT010,571.1502867210187
FDS48,OUT017,2512.2002312067784
FDP09,OUT045,3676.549699743626
FDW21,OUT049,1556.0758489713176
FDY25,OUT035,3058.792108797232
DRE13,OUT017,1365.069018907306
FDV43,OUT019,130.71204254069272
FDD22,OUT045,1739.7525890746695
FDM46,OUT019,234.12951374835157
NCO30,OUT010,478.20926485641706
FDM25,OUT046,2865.445696885959
NCN41,OUT049,2040.7637371222645
FDU24,OUT045,1456.2982105529459
FDZ50,OUT046,3155.8789377451985
FDP45,OUT013,4055.7903813686676
NCM54,OUT045,2015.5504209511378
FDW10,OUT019,423.5411255424639
FDP20,OUT017,2016.719434707432
FDK32,OUT046,2510.5016660067213
FDN52,OUT049,1370.4175452643692
FDM58,OUT045,1737.4401618349252
FDZ46,OUT027,2909.7895246685785
NCA18,OUT018,1862.1857167086682
FDD35,OUT046,2081.568345708878
NCK31,OUT035,766.4866576715981
FDI40,OUT027,2855.6582606475818
FDT50,OUT019,237.88639990289641
NCT06,OUT046,2620.265137861573
FDT31,OUT035,3008.6297968120216
FDT45,OUT049,855.8503091820558
FDT13,OUT045,3102.8374142860707
FDO50,OUT045,1389.2890984507412
NCU18,OUT010,280.61274154364315
NCR54,OUT049,3090.1607858255047
NCO18,OUT018,2816.828870270616
FDU09,OUT045,868.319553718741
FDT13,OUT018,3008.321858282511
FDE09,OUT046,1755.980308341084
NCK53,OUT019,247.59092953024503
FDG45,OUT049,3615.490763501882
DRH15,OUT035,675.6135308330096
FDO21,OUT019,570.5695852007876
FDD14,OUT027,5111.549065645878
FDC09,OUT046,1643.659242336262
FDH45,OUT027,1021.0217339312508
FDV32,OUT046,1126.662046566621
FDG12,OUT035,1985.5134613802913
FDS32,OUT013,2064.2809551735986
NCL55,OUT018,3826.8900204069478
DRE01,OUT035,3875.10482757303
DRE15,OUT049,1275.1702469630968
NCL42,OUT045,3981.3781107011428
FDP31,OUT013,1233.865775070989
FDN33,OUT018,1442.6294973364588
FDZ59,OUT046,2550.3499917398726
FDE45,OUT010,430.78910104809154
FDJ07,OUT013,1973.912997664337
FDQ45,OUT018,3020.2666020493484
FDM33,OUT027,5859.925050868833
FDO15,OUT010,149.73210982954504
FDM46,OUT013,1463.9118262582037
FDR03,OUT045,3404.427736799382
FDY49,OUT018,2636.375025936639
FDQ60,OUT045,1932.045924512149
FDW10,OUT049,2851.350670816169
FDO51,OUT049,678.3570703641507
FDJ40,OUT018,1642.8918035434026
FDS20,OUT018,3022.0508238670527
FDU45,OUT013,1813.8994187597193
FDV02,OUT035,2773.547359177855
FDN09,OUT046,3937.45983314164
NCM55,OUT027,5124.823737974634
FDN23,OUT018,2369.4829242645046
FDY31,OUT010,364.10741152482376
FDW03,OUT010,241.57281432928426
FDD14,OUT046,3072.8847982098714
FDV23,OUT017,1998.7221801953087
DRI03,OUT045,2881.2693701629305
FDN13,OUT035,1557.6578821857026
FDF45,OUT027,1328.4813368937132
FDU46,OUT035,1369.426249006257
FDB57,OUT049,3725.664967859789
FDV12,OUT049,1559.7547454929993
FDQ58,OUT013,2413.620027181716
NCA18,OUT017,1892.9007608567326
FDH52,OUT049,984.3214008297573
FDM24,OUT018,2376.650523540943
NCP43,OUT027,4797.373043138535
NCO18,OUT019,428.3305300337184
FDM32,OUT017,1401.7156411387082
NCL07,OUT017,600.0195747844344
FDK03,OUT013,4070.345837039047
FDP59,OUT017,1642.1998303991868
FDQ24,OUT049,4071.3860679647387
FDQ16,OUT018,1642.427290795211
FDU44,OUT013,2549.0181390826942
FDH28,OUT010,130.71204254069272
FDV28,OUT019,130.71204254069272
FDM22,OUT045,861.7734954982171
FDR56,OUT046,3102.0356571012358
FDV39,OUT049,3078.5846074085257
FDU37,OUT019,171.29457403013697
FDQ11,OUT010,571.2899296887074
FDX02,OUT045,3790.7030446289455
NCS42,OUT018,1441.8235126010047
FDY57,OUT027,2831.7586795516218
FDB21,OUT049,3835.133138235613
FDE28,OUT017,3777.3978978631303
FDQ55,OUT017,1921.0322542287875
FDA48,OUT049,3635.9222585791103
FDZ19,OUT045,2854.9573600013478
NCC43,OUT045,4001.7669114618966
NCV18,OUT046,1356.2870809452463
NCA42,OUT018,2462.080073800452
FDY45,OUT046,4122.611482547702
NCC30,OUT045,2967.0152099596835
FDM57,OUT013,1419.4789896795057
FDL09,OUT010,383.4209834653457
FDB09,OUT027,2981.7864495791773
FDT44,OUT035,1940.1093116267211
NCT06,OUT027,4266.999273999576
FDX26,OUT049,3132.448381906986
FDK32,OUT013,2486.306871291402
DRA12,OUT046,2117.738635843745
FDO46,OUT010,493.6807639740713
FDE52,OUT013,1420.726513180266
NCH42,OUT045,3879.6374545538088
FDV08,OUT035,622.5016971475519
FDB47,OUT018,3371.075792226569
FDC28,OUT010,257.0693567161725
FDD22,OUT046,1914.1735236440509
FDS07,OUT027,2924.250372854003
DRI13,OUT045,3709.3384558386883
FDG32,OUT018,3445.638991140921
FDU14,OUT017,4057.572714701331
FDD28,OUT019,131.32122502373005
NCP41,OUT017,1659.6789495033436
FDS08,OUT049,2849.7521308650626
FDX47,OUT045,2524.050913959405
FDC53,OUT019,247.59092953024503
FDQ19,OUT035,3992.5378038377294
FDL14,OUT045,2480.8270221047187
FDM33,OUT019,572.8374003543697
FDA51,OUT045,1877.502226257542
FDZ27,OUT018,754.760188851442
FDT04,OUT046,653.5069802556085
DRC13,OUT049,2058.002443607736
FDR16,OUT027,5859.925050868833
FDQ03,OUT027,5859.925050868833
FDE38,OUT035,2695.3513448209187
DRH23,OUT027,1280.8540176488648
FDT11,OUT019,492.796991939597
FDD09,OUT035,3002.2108539462147
FDR40,OUT045,1340.8772199697078
FDX07,OUT017,3037.5902234563346
FDR07,OUT035,1538.4882730261868
FDA51,OUT017,1878.1848115309635
FDT59,OUT019,572.0095176393137
FDF20,OUT017,3074.734884459293
FDR13,OUT045,1919.569551548031
FDY26,OUT049,3628.492017282002
FDW04,OUT017,2009.3845356148056
FDK52,OUT017,3757.3101289262772
FDN60,OUT049,2567.9634063091107
FDM09,OUT019,408.79928922253407
FDP46,OUT049,1368.043193185548
FDB50,OUT019,170.46818802588166
NCQ29,OUT049,4086.820764560076
FDP16,OUT027,5859.925050868833
FDX33,OUT018,2487.232458934475
FDP07,OUT010,506.0620830427278
FDN22,OUT046,3977.321953854301
FDF39,OUT049,4173.184097929853
FDS21,OUT017,958.0804719234981
NCM42,OUT013,1646.1194863914106
FDK50,OUT019,382.01931544213085
DRF13,OUT027,4063.553264810443
FDH35,OUT018,2534.319699277612
FDP60,OUT018,1547.2141176624673
DRJ49,OUT027,2995.295181738069
NCT42,OUT019,364.7147123000975
FDE38,OUT049,2670.71390437938
FDI04,OUT049,3122.459567859397
NCH54,OUT045,2590.4191639603987
FDT56,OUT049,905.5967354774523
DRD15,OUT018,3544.5048963701825
FDV58,OUT013,2996.1652904242887
FDP21,OUT049,3139.163174038449
FDH05,OUT013,3673.890628997714
FDR10,OUT027,4256.6089663387565
NCP06,OUT045,2523.3182007095556
FDF33,OUT049,1648.2685861795783
DRK37,OUT013,3090.7944392605423
DRH49,OUT045,1338.349736641046
FDT58,OUT013,2652.3088026872642
FDD41,OUT018,1633.9953098857027
FDP40,OUT018,1698.4011139288182
FDM51,OUT027,2855.6582606475818
FDO45,OUT010,198.96922760796366
FDW33,OUT010,241.13089229396599
FDY24,OUT045,864.0112026332329
FDB10,OUT010,572.2341770794168
FDM40,OUT035,2046.5162880893677
NCI06,OUT017,3056.997858917881
FDW12,OUT019,338.6414162124419
FDX48,OUT027,4137.8464924233585
NCW05,OUT027,2872.1313168981123
FDX27,OUT017,1511.8730634323576
DRM37,OUT045,3100.957141166882
FDA38,OUT045,3978.911897384638
FDR36,OUT046,653.3186941003279
FDZ45,OUT046,3147.760223553137
FDG05,OUT017,2539.383620516444
FDK28,OUT013,4199.714177317709
FDV47,OUT045,1357.8498727301464
FDN21,OUT045,2600.498315277599
FDP20,OUT027,2981.7864495791773
FDI35,OUT045,3096.0049766538473
DRY23,OUT013,714.8908925805459
FDA56,OUT017,2036.3917583670693
FDB09,OUT013,2006.07461983522
NCO26,OUT027,2930.7015403584574
FDQ49,OUT018,2468.1926632737664
FDI52,OUT027,2977.4620493763437
FDZ44,OUT027,2930.7015403584574
FDZ09,OUT018,2542.5941591297433
FDY03,OUT049,1909.9809771605983
NCG42,OUT017,2038.1660923468337
DRI13,OUT027,5859.925050868833
FDQ32,OUT013,2025.9279092894817
FDW16,OUT035,1388.9862308700262
FDU27,OUT046,798.8401048630719
FDR28,OUT010,381.15104330670016
FDQ49,OUT010,379.1089281683798
FDS37,OUT046,1953.4316386563871
FDW26,OUT018,3434.777390647347
FDX12,OUT018,3678.7828675748774
NCP06,OUT013,2471.459139146536
FDW45,OUT010,363.11299439902723
NCN30,OUT049,1495.3759884529486
FDN24,OUT049,856.4303242880023
NCL41,OUT027,1010.5070169442545
FDR02,OUT019,261.55834956810656
FDD09,OUT010,449.3004822047049
FDS33,OUT010,199.5415742535264
FDU22,OUT045,1982.2883886719824
FDI53,OUT013,2515.2069859086682
DRH01,OUT049,2848.6010645980236
FDX32,OUT013,2082.1925902090516
NCP30,OUT018,606.6491424294214
FDB60,OUT045,3076.095133652886
FDB14,OUT049,1449.851546395983
NCP02,OUT035,867.8622367458338
FDJ10,OUT017,2015.3448977603132
FDG34,OUT046,1734.8091808196216
NCB18,OUT017,1367.9200249973062
FDM16,OUT049,1123.1572336619531
FDW25,OUT018,1347.5066845176104
FDB35,OUT010,224.89088602073414
DRN11,OUT013,2097.333548936977
FDF41,OUT019,570.9932478211321
FDH16,OUT045,1375.1140099161548
NCQ50,OUT018,3402.5610809532413
DRH23,OUT018,884.2564248879879
DRJ37,OUT013,2433.036004994738
DRJ24,OUT027,5118.005785689379
FDY16,OUT035,3064.8276738294053
FDQ27,OUT045,1645.6907113493364
FDZ33,OUT045,2485.4867210753487
FDF29,OUT045,2068.7719549764706
FDA08,OUT049,2585.4966137225424
FDG31,OUT046,1122.1296446702156
FDE34,OUT019,467.68869324067896
NCR30,OUT027,1446.3308092873963
FDV33,OUT035,4193.952765972872
DRZ24,OUT018,1985.2391821971642
NCL54,OUT035,2871.035068712868
FDR12,OUT049,2876.021372718237
NCC54,OUT046,3831.577720729079
DRN59,OUT013,831.8485583901229
FDX50,OUT019,261.47475705380947
FDV31,OUT027,4728.240071929581
NCA29,OUT027,4384.60483701116
FDW60,OUT049,2909.7217634657454
FDX08,OUT017,3110.9839738021483
DRD49,OUT013,3741.0738955698416
FDD33,OUT046,3710.375867312419
FDW35,OUT013,714.8461449657661
FDJ36,OUT017,1644.61738612295
FDV51,OUT035,2682.4821044428177
FDW36,OUT046,1648.7289512312439
FDH35,OUT046,2603.395990954386
NCS30,OUT027,2995.295181738069
FDN49,OUT017,603.4332569383656
FDL08,OUT018,3669.282448787797
FDI09,OUT013,3785.6586880965065
FDP19,OUT018,1970.2525140232165
FDU21,OUT010,130.71204254069272
NCP41,OUT045,1648.7663649146007
FDY10,OUT013,1823.003436284748
FDP12,OUT018,589.9360608550071
NCN26,OUT049,1955.912582439538
FDK44,OUT013,2828.4479604653566
FDC28,OUT049,1659.641535819987
FDJ41,OUT027,5859.925050868833
NCT29,OUT035,1995.7912816528933
NCH42,OUT019,570.5695852007876
FDU60,OUT018,2601.374069971999
FDS02,OUT045,3119.7976395451005
FDC51,OUT046,2081.66823241996
FDU03,OUT013,3053.572942869409
FDX39,OUT045,3687.122334673883
NCY05,OUT010,130.71204254069272
NCL06,OUT027,5859.925050868833
FDD32,OUT035,1280.6494180074524
NCN41,OUT045,2001.8567047479644
NCX53,OUT049,2141.610368984327
FDU57,OUT019,364.7450723773527
FDQ23,OUT046,1644.7325675626487
FDQ52,OUT045,3985.9610272512455
FDC14,OUT045,627.3127410077319
FDY09,OUT035,2908.3190781715903
FDQ28,OUT045,2548.0380916980553
FDV25,OUT046,3708.8406518024144
FDJ07,OUT035,1942.7792069273253
DRB25,OUT049,1647.1586658860774
FDK52,OUT019,572.8374003543697
FDY52,OUT027,1398.8604095923372
FDB28,OUT046,3116.1491145222944
FDT36,OUT035,598.8255423556229
FDV25,OUT017,3782.1032552834677
NCN07,OUT027,2995.295181738069
FDC57,OUT017,3030.307396514645
FDQ03,OUT018,3563.455671755807
FDU23,OUT017,2728.1494226889204
NCX41,OUT035,3678.7163904035538
NCD06,OUT035,763.629870561929
FDW08,OUT045,1649.2267299662662
NCU29,OUT017,2442.0911593913256
NCE06,OUT013,2487.0521213332495
FDV52,OUT010,270.3399845907907
FDB02,OUT017,2906.402354435603
NCR18,OUT045,633.5319694753013
FDK16,OUT049,1495.1046779255785
NCQ29,OUT010,571.7135923090518
FDZ01,OUT019,247.8218585060327
FDW27,OUT035,2514.9286625151967
FDD17,OUT018,3626.386349540383
FDW39,OUT013,2880.9956140302183
DRH59,OUT045,1088.2094037906927
FDS52,OUT013,1635.8202609467107
FDU40,OUT027,5756.541689620003
NCF54,OUT013,2825.010299158842
FDH46,OUT045,1645.204241064991
NCP14,OUT049,1644.6060776722732
FDH50,OUT049,3129.4708779381695
DRF15,OUT010,369.7805176162799
FDV27,OUT027,2587.5758884564084
NCJ06,OUT049,2053.7533282483237
FDN02,OUT018,3193.5003378659503
FDQ51,OUT049,770.6762034037091
FDQ07,OUT017,3720.666995165351
FDS45,OUT049,1644.7325675626487
NCJ06,OUT045,2020.5557579344113
FDD36,OUT035,1952.3759602677646
FDY25,OUT045,3122.5284314612763
FDU52,OUT046,2456.7877746287586
DRK47,OUT017,3819.3480853334595
NCL30,OUT017,2016.197922306784
FDN22,OUT035,4006.1121483701922
NCF30,OUT027,2981.7864495791773
FDK03,OUT035,4150.623760083901
FDT45,OUT017,865.9116730919071
NCC54,OUT027,5859.925050868833
